Workflow_ID,Process_Name,Task_ID,Task_Type,Priority_Level,Department,Assigned_Employee_ID,Task_Start_Time,Task_End_Time,Estimated_Time_Minutes,Actual_Time_Minutes,Delay_Flag,Approval_Level,Employee_Workload,Cost_Per_Task
WF_1111,Purchase Order,TASK_1111,Validation,High,HR,EMP_89,2024-05-27 10:23:00,2024-05-27 13:25:00,122,182,1,Level 3,1,424.61
WF_1112,Purchase Order,TASK_1112,Validation,Critical,HR,EMP_25,2024-09-21 08:37:00,2024-09-21 12:07:00,109,210,1,Level 1,7,145.66
WF_1113,IT Support Ticket,TASK_1113,Review,Low,Customer Service,EMP_118,2024-01-31 04:56:00,2024-01-31 10:11:00,221,315,1,Level 3,4,93.2
WF_1114,Customer Complaint,TASK_1114,Validation,Medium,Finance,EMP_46,2024-05-21 20:25:00,2024-05-22 00:09:00,219,224,1,Level 2,4,397.19
WF_1115,IT Support Ticket,TASK_1115,Validation,Low,HR,EMP_120,2024-11-08 05:50:00,2024-11-08 08:03:00,123,133,1,Level 1,7,112.83
WF_1116,HR Onboarding,TASK_1116,Approval,Critical,HR,EMP_26,2024-08-13 13:24:00,2024-08-13 14:27:00,10,63,1,Level 1,8,486.52
WF_1117,Customer Complaint,TASK_1117,Validation,Low,HR,EMP_139,2024-05-25 08:29:00,2024-05-25 13:24:00,177,295,1,Level 3,6,362.89
WF_1118,IT Support Ticket,TASK_1118,Review,Medium,Finance,EMP_4,2024-12-29 18:47:00,2024-12-29 20:01:00,23,74,1,Level 2,7,383.11
WF_1119,IT Support Ticket,TASK_1119,Approval,Low,HR,EMP_69,2024-12-22 01:14:00,2024-12-22 05:50:00,224,276,1,Level 3,7,140.07
WF_1120,Invoice Approval,TASK_1120,Approval,Low,IT,EMP_105,2024-04-02 06:23:00,2024-04-02 08:07:00,30,104,1,Level 2,10,203.61
WF_1121,Purchase Order,TASK_1121,Approval,Critical,IT,EMP_17,2024-12-06 08:19:00,2024-12-06 13:31:00,222,312,1,Level 3,9,150.84
WF_1122,Purchase Order,TASK_1122,Escalation,Critical,Customer Service,EMP_147,2024-08-29 21:43:00,2024-08-29 23:54:00,95,131,1,Level 2,4,194.11
WF_1123,Purchase Order,TASK_1123,Data Entry,Critical,Operations,EMP_128,2024-11-16 12:38:00,2024-11-16 16:10:00,113,212,1,Level 2,1,200.75
WF_1124,HR Onboarding,TASK_1124,Escalation,Low,IT,EMP_6,2024-06-24 23:41:00,2024-06-25 00:50:00,58,69,1,Level 1,7,253.48
WF_1125,Customer Complaint,TASK_1125,Validation,Critical,Customer Service,EMP_50,2024-08-20 03:49:00,2024-08-20 08:02:00,143,253,1,Level 1,8,137.71
WF_1126,IT Support Ticket,TASK_1126,Data Entry,Critical,HR,EMP_36,2024-08-27 08:50:00,2024-08-27 10:50:00,65,120,1,Level 1,5,463.34
WF_1127,IT Support Ticket,TASK_1127,Escalation,Critical,HR,EMP_6,2024-06-14 20:03:00,2024-06-15 00:01:00,129,238,1,Level 1,10,469.56
WF_1128,IT Support Ticket,TASK_1128,Escalation,High,Finance,EMP_34,2024-06-22 04:19:00,2024-06-22 09:38:00,199,319,1,Level 2,8,452.85
WF_1129,IT Support Ticket,TASK_1129,Validation,Low,Customer Service,EMP_53,2024-02-21 00:57:00,2024-02-21 03:06:00,109,129,1,Level 3,7,278.35
WF_1130,Customer Complaint,TASK_1130,Escalation,Critical,Customer Service,EMP_104,2024-02-23 17:58:00,2024-02-23 21:24:00,97,206,1,Level 3,2,57.48
WF_1131,IT Support Ticket,TASK_1131,Data Entry,Medium,Operations,EMP_136,2024-09-13 08:20:00,2024-09-13 12:02:00,226,222,0,Level 3,2,210.47
WF_1132,Customer Complaint,TASK_1132,Approval,High,IT,EMP_76,2024-02-18 16:16:00,2024-02-18 17:50:00,74,94,1,Level 3,6,86.77
WF_1133,Customer Complaint,TASK_1133,Approval,High,Customer Service,EMP_3,2024-08-19 06:57:00,2024-08-19 10:54:00,198,237,1,Level 1,3,167.58
WF_1134,HR Onboarding,TASK_1134,Approval,Medium,Operations,EMP_53,2024-12-23 05:11:00,2024-12-23 10:38:00,207,327,1,Level 1,1,356.92
WF_1135,HR Onboarding,TASK_1135,Data Entry,Medium,Customer Service,EMP_24,2024-07-09 12:43:00,2024-07-09 14:00:00,37,77,1,Level 1,3,290.66
WF_1136,HR Onboarding,TASK_1136,Data Entry,High,HR,EMP_120,2024-09-07 11:05:00,2024-09-07 12:55:00,48,110,1,Level 2,7,409.01
WF_1137,IT Support Ticket,TASK_1137,Review,High,IT,EMP_86,2024-05-11 19:27:00,2024-05-11 22:48:00,87,201,1,Level 2,6,194.79
WF_1138,IT Support Ticket,TASK_1138,Data Entry,Low,Finance,EMP_64,2024-01-31 10:50:00,2024-01-31 13:05:00,32,135,1,Level 3,2,232.37
WF_1139,Purchase Order,TASK_1139,Validation,Low,Finance,EMP_12,2024-01-01 13:10:00,2024-01-01 14:53:00,67,103,1,Level 1,4,289.87
WF_1140,Customer Complaint,TASK_1140,Validation,Low,Operations,EMP_99,2024-05-25 09:55:00,2024-05-25 11:58:00,125,123,0,Level 3,9,187.15
WF_1141,Purchase Order,TASK_1141,Escalation,Medium,Operations,EMP_73,2024-08-26 09:46:00,2024-08-26 11:39:00,100,113,1,Level 1,9,130.12
WF_1142,Customer Complaint,TASK_1142,Validation,Medium,Operations,EMP_77,2024-02-21 00:51:00,2024-02-21 01:34:00,41,43,1,Level 3,9,363.67
WF_1143,HR Onboarding,TASK_1143,Escalation,Low,Customer Service,EMP_94,2024-07-16 16:22:00,2024-07-16 21:18:00,212,296,1,Level 3,8,414.97
WF_1144,Invoice Approval,TASK_1144,Review,High,Customer Service,EMP_143,2024-01-09 00:41:00,2024-01-09 05:03:00,232,262,1,Level 3,7,372.14
WF_1145,HR Onboarding,TASK_1145,Data Entry,Low,Customer Service,EMP_89,2024-03-10 13:53:00,2024-03-10 17:17:00,179,204,1,Level 1,8,169.41
WF_1146,HR Onboarding,TASK_1146,Validation,Medium,HR,EMP_66,2024-09-07 08:16:00,2024-09-07 12:16:00,198,240,1,Level 1,8,347.43
WF_1147,Invoice Approval,TASK_1147,Data Entry,Critical,IT,EMP_1,2024-09-15 07:25:00,2024-09-15 12:21:00,233,296,1,Level 3,6,254.9
WF_1148,Customer Complaint,TASK_1148,Approval,High,Finance,EMP_51,2024-02-29 11:51:00,2024-02-29 13:14:00,17,83,1,Level 1,5,452.75
WF_1149,Invoice Approval,TASK_1149,Approval,Low,IT,EMP_9,2024-12-20 19:36:00,2024-12-20 22:44:00,84,188,1,Level 3,1,327.52
WF_1150,Invoice Approval,TASK_1150,Escalation,Critical,IT,EMP_33,2024-08-27 16:13:00,2024-08-27 17:08:00,15,55,1,Level 2,8,150.94
WF_1151,Invoice Approval,TASK_1151,Review,Medium,Customer Service,EMP_48,2024-01-28 04:54:00,2024-01-28 08:36:00,212,222,1,Level 3,3,87.35
WF_1152,Purchase Order,TASK_1152,Escalation,High,Operations,EMP_123,2024-01-18 16:20:00,2024-01-18 21:15:00,192,295,1,Level 1,5,436.34
WF_1153,HR Onboarding,TASK_1153,Review,High,Operations,EMP_70,2024-05-21 15:38:00,2024-05-21 18:56:00,166,198,1,Level 1,9,346.5
WF_1154,Purchase Order,TASK_1154,Approval,High,IT,EMP_114,2024-05-05 07:31:00,2024-05-05 10:48:00,80,197,1,Level 1,8,84.75
WF_1155,HR Onboarding,TASK_1155,Review,Low,Operations,EMP_96,2024-10-28 10:55:00,2024-10-28 12:47:00,104,112,1,Level 1,3,178.78
WF_1156,Customer Complaint,TASK_1156,Review,High,IT,EMP_9,2024-02-17 07:40:00,2024-02-17 10:36:00,92,176,1,Level 1,9,408.99
WF_1157,Invoice Approval,TASK_1157,Validation,Low,HR,EMP_97,2024-06-24 11:47:00,2024-06-24 14:35:00,91,168,1,Level 3,3,159.74
WF_1158,HR Onboarding,TASK_1158,Validation,Low,Customer Service,EMP_116,2024-07-26 16:45:00,2024-07-26 18:26:00,65,101,1,Level 2,10,130.48
WF_1159,Purchase Order,TASK_1159,Data Entry,Low,HR,EMP_55,2024-03-12 10:34:00,2024-03-12 14:48:00,196,254,1,Level 1,4,150.34
WF_1160,IT Support Ticket,TASK_1160,Approval,Low,IT,EMP_25,2024-01-21 21:48:00,2024-01-22 03:04:00,206,316,1,Level 3,5,99.05
WF_1161,HR Onboarding,TASK_1161,Validation,Critical,Operations,EMP_79,2024-12-12 14:38:00,2024-12-12 18:16:00,102,218,1,Level 2,6,64.55
WF_1162,Purchase Order,TASK_1162,Validation,Low,Customer Service,EMP_9,2024-07-05 10:56:00,2024-07-05 14:02:00,159,186,1,Level 1,6,155.16
WF_1163,Invoice Approval,TASK_1163,Escalation,Medium,Finance,EMP_82,2024-05-22 03:50:00,2024-05-22 05:33:00,45,103,1,Level 1,7,100.24
WF_1164,IT Support Ticket,TASK_1164,Escalation,Critical,HR,EMP_70,2024-02-03 12:31:00,2024-02-03 16:09:00,222,218,0,Level 1,3,362.55
WF_1165,Purchase Order,TASK_1165,Escalation,Medium,HR,EMP_12,2024-11-03 22:13:00,2024-11-04 00:19:00,31,126,1,Level 2,4,162.93
WF_1166,Customer Complaint,TASK_1166,Review,High,HR,EMP_119,2024-05-04 14:29:00,2024-05-04 17:52:00,180,203,1,Level 2,3,112.9
WF_1167,Customer Complaint,TASK_1167,Approval,Medium,HR,EMP_73,2024-04-25 02:35:00,2024-04-25 06:25:00,145,230,1,Level 2,4,216.46
WF_1168,HR Onboarding,TASK_1168,Validation,Low,IT,EMP_52,2024-04-25 05:00:00,2024-04-25 05:43:00,13,43,1,Level 1,9,200.84
WF_1169,Invoice Approval,TASK_1169,Data Entry,Medium,Operations,EMP_58,2024-03-27 18:15:00,2024-03-27 22:12:00,185,237,1,Level 1,5,241.23
WF_1170,Customer Complaint,TASK_1170,Escalation,Low,Finance,EMP_34,2024-01-11 09:38:00,2024-01-11 12:09:00,40,151,1,Level 1,2,478.18
WF_1171,Invoice Approval,TASK_1171,Review,Critical,Operations,EMP_34,2024-07-27 07:02:00,2024-07-27 09:08:00,10,126,1,Level 1,3,498.81
WF_1172,Purchase Order,TASK_1172,Data Entry,Medium,Finance,EMP_4,2024-01-22 04:54:00,2024-01-22 07:30:00,79,156,1,Level 2,5,101.2
WF_1173,IT Support Ticket,TASK_1173,Escalation,Low,HR,EMP_64,2024-03-27 18:22:00,2024-03-27 19:33:00,31,71,1,Level 3,5,295.06
WF_1174,HR Onboarding,TASK_1174,Approval,Low,IT,EMP_36,2024-12-02 03:11:00,2024-12-02 06:48:00,189,217,1,Level 1,7,114.9
WF_1175,HR Onboarding,TASK_1175,Approval,High,Customer Service,EMP_69,2024-03-08 23:35:00,2024-03-09 01:16:00,28,101,1,Level 3,5,235.03
WF_1176,Invoice Approval,TASK_1176,Validation,High,IT,EMP_128,2024-07-23 19:43:00,2024-07-23 23:47:00,209,244,1,Level 3,2,159.91
WF_1177,Customer Complaint,TASK_1177,Review,High,HR,EMP_39,2024-01-02 10:04:00,2024-01-02 12:43:00,45,159,1,Level 3,7,379.65
WF_1178,Invoice Approval,TASK_1178,Escalation,High,Finance,EMP_59,2024-06-20 13:03:00,2024-06-20 15:12:00,85,129,1,Level 2,2,117.81
WF_1179,HR Onboarding,TASK_1179,Validation,Low,IT,EMP_92,2024-11-06 08:02:00,2024-11-06 12:28:00,225,266,1,Level 2,10,89.46
WF_1180,Invoice Approval,TASK_1180,Validation,Low,Operations,EMP_127,2024-02-04 06:59:00,2024-02-04 11:45:00,239,286,1,Level 3,4,471.15
WF_1181,IT Support Ticket,TASK_1181,Review,Critical,HR,EMP_47,2024-05-26 20:25:00,2024-05-26 23:11:00,116,166,1,Level 3,8,219.55
WF_1182,Customer Complaint,TASK_1182,Approval,Low,Operations,EMP_45,2024-01-20 01:16:00,2024-01-20 04:15:00,113,179,1,Level 3,2,358.46
WF_1183,HR Onboarding,TASK_1183,Review,High,HR,EMP_63,2024-07-05 00:59:00,2024-07-05 03:20:00,58,141,1,Level 1,5,381.1
WF_1184,HR Onboarding,TASK_1184,Data Entry,Critical,Customer Service,EMP_62,2024-11-17 05:28:00,2024-11-17 06:11:00,36,43,1,Level 3,8,287.66
WF_1185,Invoice Approval,TASK_1185,Escalation,High,HR,EMP_3,2024-03-22 12:43:00,2024-03-22 14:34:00,94,111,1,Level 2,9,298.76
WF_1186,HR Onboarding,TASK_1186,Review,Critical,Customer Service,EMP_46,2024-01-27 00:15:00,2024-01-27 03:14:00,180,179,0,Level 3,3,71.93
WF_1187,Invoice Approval,TASK_1187,Approval,Medium,HR,EMP_113,2024-03-28 10:04:00,2024-03-28 12:06:00,84,122,1,Level 3,7,497.5
WF_1188,HR Onboarding,TASK_1188,Validation,Critical,HR,EMP_94,2024-03-20 12:03:00,2024-03-20 17:27:00,218,324,1,Level 2,6,214.44
WF_1189,Customer Complaint,TASK_1189,Validation,Low,Customer Service,EMP_48,2024-03-01 11:37:00,2024-03-01 16:13:00,159,276,1,Level 1,9,75.08
WF_1190,IT Support Ticket,TASK_1190,Data Entry,Low,IT,EMP_56,2024-10-20 14:05:00,2024-10-20 17:35:00,106,210,1,Level 1,8,332.71
WF_1191,Purchase Order,TASK_1191,Escalation,Critical,IT,EMP_29,2024-01-31 03:36:00,2024-01-31 05:36:00,93,120,1,Level 2,10,362.84
WF_1192,HR Onboarding,TASK_1192,Validation,Low,Finance,EMP_53,2024-09-17 10:56:00,2024-09-17 12:16:00,67,80,1,Level 2,6,195.84
WF_1193,Purchase Order,TASK_1193,Review,Medium,Finance,EMP_121,2024-12-27 02:20:00,2024-12-27 05:46:00,121,206,1,Level 1,7,340.67
WF_1194,Invoice Approval,TASK_1194,Approval,High,HR,EMP_42,2024-01-13 01:59:00,2024-01-13 06:49:00,226,290,1,Level 2,9,322.26
WF_1195,Purchase Order,TASK_1195,Escalation,Low,Operations,EMP_89,2024-12-06 15:12:00,2024-12-06 19:09:00,118,237,1,Level 3,5,481.28
WF_1196,HR Onboarding,TASK_1196,Data Entry,Low,HR,EMP_10,2024-08-08 14:42:00,2024-08-08 16:19:00,40,97,1,Level 2,3,96.0
WF_1197,Purchase Order,TASK_1197,Data Entry,Low,Customer Service,EMP_6,2024-04-12 13:42:00,2024-04-12 17:57:00,232,255,1,Level 1,7,148.22
WF_1198,Invoice Approval,TASK_1198,Escalation,Low,Customer Service,EMP_6,2024-02-01 07:31:00,2024-02-01 08:36:00,31,65,1,Level 3,1,360.85
WF_1199,IT Support Ticket,TASK_1199,Approval,Medium,IT,EMP_33,2024-07-28 12:01:00,2024-07-28 16:33:00,164,272,1,Level 3,2,105.81
WF_1200,HR Onboarding,TASK_1200,Approval,Low,Operations,EMP_12,2024-07-28 06:01:00,2024-07-28 08:13:00,61,132,1,Level 2,8,445.63
WF_1201,HR Onboarding,TASK_1201,Review,Medium,HR,EMP_148,2024-11-08 23:49:00,2024-11-09 02:23:00,84,154,1,Level 3,5,380.47
WF_1202,Purchase Order,TASK_1202,Escalation,High,IT,EMP_115,2024-01-28 05:52:00,2024-01-28 08:43:00,81,171,1,Level 3,4,87.25
WF_1203,IT Support Ticket,TASK_1203,Data Entry,High,IT,EMP_138,2024-03-15 16:07:00,2024-03-15 19:57:00,219,230,1,Level 3,9,373.61
WF_1204,Invoice Approval,TASK_1204,Review,High,HR,EMP_39,2024-03-28 11:35:00,2024-03-28 13:06:00,32,91,1,Level 1,6,314.61
WF_1205,HR Onboarding,TASK_1205,Review,Critical,IT,EMP_61,2024-03-26 01:44:00,2024-03-26 04:00:00,97,136,1,Level 2,1,179.22
WF_1206,Customer Complaint,TASK_1206,Review,High,IT,EMP_29,2024-10-25 06:01:00,2024-10-25 09:15:00,168,194,1,Level 2,2,222.58
WF_1207,Invoice Approval,TASK_1207,Data Entry,Low,IT,EMP_68,2024-05-11 08:40:00,2024-05-11 11:52:00,115,192,1,Level 1,7,72.45
WF_1208,Purchase Order,TASK_1208,Validation,Low,Customer Service,EMP_78,2024-11-22 21:56:00,2024-11-23 03:07:00,240,311,1,Level 2,2,74.94
WF_1209,HR Onboarding,TASK_1209,Validation,High,Operations,EMP_28,2024-02-22 08:24:00,2024-02-22 12:16:00,229,232,1,Level 3,1,318.49
WF_1210,HR Onboarding,TASK_1210,Review,Medium,Customer Service,EMP_87,2024-06-13 03:43:00,2024-06-13 07:37:00,130,234,1,Level 2,9,57.28
WF_1211,HR Onboarding,TASK_1211,Review,High,HR,EMP_125,2024-03-27 05:35:00,2024-03-27 08:14:00,50,159,1,Level 3,6,251.1
WF_1212,HR Onboarding,TASK_1212,Escalation,Critical,IT,EMP_53,2024-05-14 22:57:00,2024-05-15 03:42:00,223,285,1,Level 1,5,82.45
WF_1213,Customer Complaint,TASK_1213,Escalation,Low,IT,EMP_111,2024-07-06 11:36:00,2024-07-06 16:45:00,231,309,1,Level 3,1,96.56
WF_1214,Customer Complaint,TASK_1214,Data Entry,Critical,HR,EMP_132,2024-10-05 01:16:00,2024-10-05 04:49:00,202,213,1,Level 3,2,496.91
WF_1215,Customer Complaint,TASK_1215,Escalation,High,Finance,EMP_13,2024-06-15 01:31:00,2024-06-15 06:35:00,192,304,1,Level 2,10,185.94
WF_1216,IT Support Ticket,TASK_1216,Escalation,Critical,Customer Service,EMP_104,2024-01-14 17:55:00,2024-01-14 22:41:00,184,286,1,Level 3,1,127.12
WF_1217,IT Support Ticket,TASK_1217,Validation,High,HR,EMP_97,2024-07-10 21:16:00,2024-07-11 00:11:00,96,175,1,Level 3,3,96.03
WF_1218,Customer Complaint,TASK_1218,Validation,High,IT,EMP_111,2024-08-23 10:00:00,2024-08-23 12:58:00,164,178,1,Level 2,9,418.09
WF_1219,Customer Complaint,TASK_1219,Review,High,Finance,EMP_2,2024-07-18 20:46:00,2024-07-18 21:22:00,35,36,1,Level 2,6,146.0
WF_1220,Invoice Approval,TASK_1220,Validation,High,Customer Service,EMP_91,2024-03-22 18:29:00,2024-03-22 22:55:00,218,266,1,Level 1,6,364.64
WF_1221,IT Support Ticket,TASK_1221,Review,Critical,Customer Service,EMP_139,2024-06-09 09:45:00,2024-06-09 14:56:00,232,311,1,Level 3,6,488.51
WF_1222,HR Onboarding,TASK_1222,Approval,Critical,Operations,EMP_81,2024-01-03 05:28:00,2024-01-03 09:08:00,146,220,1,Level 2,7,123.99
WF_1223,HR Onboarding,TASK_1223,Data Entry,High,Operations,EMP_93,2024-10-27 06:43:00,2024-10-27 08:08:00,32,85,1,Level 3,5,258.19
WF_1224,Customer Complaint,TASK_1224,Data Entry,High,Customer Service,EMP_150,2024-07-09 04:12:00,2024-07-09 09:16:00,190,304,1,Level 3,4,494.66
WF_1225,Customer Complaint,TASK_1225,Escalation,High,Customer Service,EMP_80,2024-11-11 13:45:00,2024-11-11 15:26:00,104,101,0,Level 3,3,76.95
WF_1226,HR Onboarding,TASK_1226,Review,Low,Operations,EMP_55,2024-11-02 18:12:00,2024-11-02 19:48:00,48,96,1,Level 2,8,190.62
WF_1227,HR Onboarding,TASK_1227,Review,Low,Operations,EMP_124,2024-05-06 05:55:00,2024-05-06 08:42:00,118,167,1,Level 1,10,329.44
WF_1228,IT Support Ticket,TASK_1228,Review,High,Finance,EMP_44,2024-10-06 10:14:00,2024-10-06 13:12:00,183,178,0,Level 3,2,171.65
WF_1229,Purchase Order,TASK_1229,Data Entry,Low,Customer Service,EMP_79,2024-08-19 22:26:00,2024-08-19 23:43:00,47,77,1,Level 1,1,489.69
WF_1230,Purchase Order,TASK_1230,Review,Critical,Customer Service,EMP_16,2024-03-22 04:33:00,2024-03-22 08:01:00,185,208,1,Level 1,8,57.85
WF_1231,Customer Complaint,TASK_1231,Escalation,High,Finance,EMP_82,2024-07-29 13:39:00,2024-07-29 17:49:00,214,250,1,Level 3,10,255.18
WF_1232,HR Onboarding,TASK_1232,Escalation,Low,Customer Service,EMP_7,2024-08-20 19:03:00,2024-08-20 21:56:00,99,173,1,Level 2,1,451.08
WF_1233,Invoice Approval,TASK_1233,Review,Medium,Finance,EMP_90,2024-05-23 14:23:00,2024-05-23 18:40:00,141,257,1,Level 2,7,179.96
WF_1234,HR Onboarding,TASK_1234,Review,Low,Operations,EMP_93,2024-09-07 23:08:00,2024-09-08 01:59:00,86,171,1,Level 3,6,195.17
WF_1235,IT Support Ticket,TASK_1235,Validation,High,Operations,EMP_37,2024-09-02 05:14:00,2024-09-02 08:58:00,187,224,1,Level 3,2,468.11
WF_1236,Purchase Order,TASK_1236,Data Entry,High,Customer Service,EMP_58,2024-10-27 06:29:00,2024-10-27 08:25:00,48,116,1,Level 3,4,399.46
WF_1237,Invoice Approval,TASK_1237,Approval,Medium,IT,EMP_45,2024-02-20 20:40:00,2024-02-20 23:06:00,105,146,1,Level 1,1,446.1
WF_1238,IT Support Ticket,TASK_1238,Approval,Critical,Finance,EMP_100,2024-12-23 18:57:00,2024-12-23 23:35:00,165,278,1,Level 1,3,296.14
WF_1239,Purchase Order,TASK_1239,Escalation,Low,HR,EMP_93,2024-07-15 01:33:00,2024-07-15 04:04:00,108,151,1,Level 1,9,192.46
WF_1240,IT Support Ticket,TASK_1240,Approval,Medium,IT,EMP_107,2024-03-30 10:01:00,2024-03-30 13:27:00,120,206,1,Level 2,1,89.2
WF_1241,Invoice Approval,TASK_1241,Data Entry,Medium,Operations,EMP_135,2024-08-07 07:40:00,2024-08-07 12:01:00,219,261,1,Level 1,7,124.43
WF_1242,Invoice Approval,TASK_1242,Validation,Low,Finance,EMP_82,2024-08-25 21:38:00,2024-08-25 23:43:00,90,125,1,Level 2,6,480.4
WF_1243,Invoice Approval,TASK_1243,Validation,High,Finance,EMP_117,2024-12-02 21:30:00,2024-12-02 22:59:00,31,89,1,Level 2,9,391.19
WF_1244,Purchase Order,TASK_1244,Approval,Critical,HR,EMP_32,2024-07-28 07:53:00,2024-07-28 10:27:00,87,154,1,Level 3,8,221.86
WF_1245,Invoice Approval,TASK_1245,Escalation,Low,IT,EMP_43,2024-12-08 16:19:00,2024-12-08 20:54:00,235,275,1,Level 1,5,287.83
WF_1246,HR Onboarding,TASK_1246,Approval,Medium,Operations,EMP_55,2024-12-20 08:43:00,2024-12-20 13:34:00,230,291,1,Level 3,4,292.85
WF_1247,Purchase Order,TASK_1247,Escalation,Critical,Customer Service,EMP_78,2024-09-21 14:26:00,2024-09-21 16:14:00,85,108,1,Level 2,4,440.49
WF_1248,Invoice Approval,TASK_1248,Data Entry,Low,Operations,EMP_94,2024-02-04 23:19:00,2024-02-05 01:05:00,60,106,1,Level 1,3,441.04
WF_1249,Purchase Order,TASK_1249,Review,Low,IT,EMP_67,2024-10-17 13:28:00,2024-10-17 18:13:00,209,285,1,Level 3,8,172.66
WF_1250,IT Support Ticket,TASK_1250,Data Entry,Critical,Operations,EMP_19,2024-10-22 00:42:00,2024-10-22 03:00:00,73,138,1,Level 2,8,141.5
WF_1251,Invoice Approval,TASK_1251,Approval,High,Finance,EMP_71,2024-09-14 07:13:00,2024-09-14 11:34:00,157,261,1,Level 1,1,366.22
WF_1252,Customer Complaint,TASK_1252,Validation,Critical,IT,EMP_13,2024-04-12 04:13:00,2024-04-12 06:45:00,122,152,1,Level 3,3,168.14
WF_1253,Purchase Order,TASK_1253,Data Entry,Medium,Customer Service,EMP_33,2024-07-30 14:30:00,2024-07-30 17:33:00,143,183,1,Level 3,2,152.86
WF_1254,IT Support Ticket,TASK_1254,Data Entry,Critical,Operations,EMP_108,2024-10-13 10:50:00,2024-10-13 14:52:00,166,242,1,Level 2,9,264.09
WF_1255,IT Support Ticket,TASK_1255,Escalation,Low,HR,EMP_135,2024-03-04 00:48:00,2024-03-04 02:44:00,84,116,1,Level 2,10,254.34
WF_1256,Customer Complaint,TASK_1256,Validation,Low,Operations,EMP_73,2024-04-27 03:48:00,2024-04-27 07:28:00,198,220,1,Level 2,3,392.33
WF_1257,HR Onboarding,TASK_1257,Approval,Low,Finance,EMP_9,2024-01-15 10:29:00,2024-01-15 12:14:00,107,105,0,Level 3,3,351.63
WF_1258,IT Support Ticket,TASK_1258,Review,High,HR,EMP_139,2024-07-16 09:24:00,2024-07-16 11:32:00,106,128,1,Level 3,9,490.75
WF_1259,HR Onboarding,TASK_1259,Review,Critical,Customer Service,EMP_119,2024-10-18 01:30:00,2024-10-18 05:41:00,203,251,1,Level 3,4,216.37
WF_1260,IT Support Ticket,TASK_1260,Data Entry,Low,Operations,EMP_82,2024-09-15 09:09:00,2024-09-15 12:48:00,176,219,1,Level 3,6,396.82
WF_1261,HR Onboarding,TASK_1261,Escalation,Low,Customer Service,EMP_93,2024-08-23 01:01:00,2024-08-23 02:35:00,37,94,1,Level 1,7,59.23
WF_1262,Customer Complaint,TASK_1262,Validation,Medium,IT,EMP_29,2024-03-20 16:46:00,2024-03-20 17:45:00,35,59,1,Level 1,6,429.2
WF_1263,Customer Complaint,TASK_1263,Review,High,IT,EMP_127,2024-08-31 10:12:00,2024-08-31 12:53:00,53,161,1,Level 3,6,388.09
WF_1264,Invoice Approval,TASK_1264,Approval,High,HR,EMP_77,2024-08-13 05:19:00,2024-08-13 08:01:00,42,162,1,Level 1,8,91.19
WF_1265,Invoice Approval,TASK_1265,Approval,Medium,Finance,EMP_119,2024-06-29 16:33:00,2024-06-29 18:40:00,119,127,1,Level 1,5,72.56
WF_1266,IT Support Ticket,TASK_1266,Validation,Critical,HR,EMP_34,2024-02-20 14:45:00,2024-02-20 19:18:00,170,273,1,Level 2,3,181.51
WF_1267,IT Support Ticket,TASK_1267,Approval,High,IT,EMP_84,2024-03-19 16:06:00,2024-03-19 20:37:00,171,271,1,Level 2,8,444.1
WF_1268,Purchase Order,TASK_1268,Data Entry,High,Operations,EMP_3,2024-04-20 13:48:00,2024-04-20 14:21:00,31,33,1,Level 1,10,479.71
WF_1269,Purchase Order,TASK_1269,Approval,High,Customer Service,EMP_29,2024-05-28 17:17:00,2024-05-28 19:35:00,88,138,1,Level 1,8,413.35
WF_1270,Purchase Order,TASK_1270,Escalation,High,HR,EMP_54,2024-12-20 14:36:00,2024-12-20 15:25:00,11,49,1,Level 2,3,406.61
WF_1271,HR Onboarding,TASK_1271,Approval,High,Finance,EMP_44,2024-10-02 23:58:00,2024-10-03 02:46:00,126,168,1,Level 1,2,204.96
WF_1272,IT Support Ticket,TASK_1272,Validation,Low,IT,EMP_43,2024-05-01 13:30:00,2024-05-01 15:46:00,115,136,1,Level 1,4,279.47
WF_1273,Invoice Approval,TASK_1273,Approval,Medium,Operations,EMP_93,2024-11-03 05:10:00,2024-11-03 07:55:00,128,165,1,Level 2,8,326.62
WF_1274,Purchase Order,TASK_1274,Escalation,Low,Customer Service,EMP_11,2024-06-13 23:15:00,2024-06-14 04:33:00,235,318,1,Level 1,2,191.62
WF_1275,Invoice Approval,TASK_1275,Escalation,Critical,Finance,EMP_9,2024-08-12 10:02:00,2024-08-12 13:24:00,130,202,1,Level 1,10,232.16
WF_1276,Customer Complaint,TASK_1276,Validation,High,Operations,EMP_97,2024-10-07 11:16:00,2024-10-07 15:05:00,183,229,1,Level 2,4,115.62
WF_1277,HR Onboarding,TASK_1277,Approval,Critical,Operations,EMP_95,2024-02-15 12:25:00,2024-02-15 16:52:00,166,267,1,Level 2,2,162.01
WF_1278,HR Onboarding,TASK_1278,Data Entry,Low,IT,EMP_148,2024-05-08 09:50:00,2024-05-08 12:41:00,170,171,1,Level 2,8,302.39
WF_1279,Customer Complaint,TASK_1279,Review,Medium,Customer Service,EMP_110,2024-05-23 19:42:00,2024-05-23 23:23:00,195,221,1,Level 1,3,289.27
WF_1280,Invoice Approval,TASK_1280,Validation,Low,Customer Service,EMP_53,2024-01-17 13:09:00,2024-01-17 17:45:00,214,276,1,Level 1,2,440.23
